areaCode,areaName,areaType,date,newCasesBySpecimenDate
E92000001,England,nation,2022-05-31,5731
E92000001,England,nation,2022-05-30,5927
E92000001,England,nation,2022-05-29,4683
E92000001,England,nation,2022-05-28,4153
E92000001,England,nation,2022-05-27,4486
E92000001,England,nation,2022-05-26,4816
E92000001,England,nation,2022-05-25,5187
E92000001,England,nation,2022-05-24,5590
E92000001,England,nation,2022-05-23,6244
E92000001,England,nation,2022-05-22,5151
E92000001,England,nation,2022-05-21,4242
E92000001,England,nation,2022-05-20,5046
E92000001,England,nation,2022-05-19,5783
E92000001,England,nation,2022-05-18,6390
E92000001,England,nation,2022-05-17,6831
E92000001,England,nation,2022-05-16,7882
E92000001,England,nation,2022-05-15,6727
E92000001,England,nation,2022-05-14,5138
E92000001,England,nation,2022-05-13,5789
E92000001,England,nation,2022-05-12,6373
E92000001,England,nation,2022-05-11,7260
E92000001,England,nation,2022-05-10,8150
E92000001,England,nation,2022-05-09,8868
E92000001,England,nation,2022-05-08,7661
E92000001,England,nation,2022-05-07,6353
E92000001,England,nation,2022-05-06,7505
E92000001,England,nation,2022-05-05,8580
E92000001,England,nation,2022-05-04,9774
E92000001,England,nation,2022-05-03,11148
E92000001,England,nation,2022-05-02,10322
E92000001,England,nation,2022-05-01,7713
E92000001,England,nation,2022-04-30,6865
E92000001,England,nation,2022-04-29,7986
E92000001,England,nation,2022-04-28,9048
E92000001,England,nation,2022-04-27,10116
E92000001,England,nation,2022-04-26,11296
E92000001,England,nation,2022-04-25,13418
E92000001,England,nation,2022-04-24,11871
E92000001,England,nation,2022-04-23,10569
E92000001,England,nation,2022-04-22,12519
E92000001,England,nation,2022-04-21,14518
E92000001,England,nation,2022-04-20,16964
E92000001,England,nation,2022-04-19,20588
E92000001,England,nation,2022-04-18,20558
E92000001,England,nation,2022-04-17,16263
E92000001,England,nation,2022-04-16,16085
E92000001,England,nation,2022-04-15,17301
E92000001,England,nation,2022-04-14,21433
E92000001,England,nation,2022-04-13,25511
E92000001,England,nation,2022-04-12,27378
E92000001,England,nation,2022-04-11,30595
E92000001,England,nation,2022-04-10,25636
E92000001,England,nation,2022-04-09,23007
E92000001,England,nation,2022-04-08,27386
E92000001,England,nation,2022-04-07,31741
E92000001,England,nation,2022-04-06,36884
E92000001,England,nation,2022-04-05,40390
E92000001,England,nation,2022-04-04,45175
E92000001,England,nation,2022-04-03,35619
E92000001,England,nation,2022-04-02,31620
E92000001,England,nation,2022-04-01,40374
E92000001,England,nation,2022-03-31,45898
E92000001,England,nation,2022-03-30,62790
E92000001,England,nation,2022-03-29,67480
E92000001,England,nation,2022-03-28,78967
E92000001,England,nation,2022-03-27,58014
E92000001,England,nation,2022-03-26,51782
E92000001,England,nation,2022-03-25,60281
E92000001,England,nation,2022-03-24,68632
E92000001,England,nation,2022-03-23,77629
E92000001,England,nation,2022-03-22,81885
E92000001,England,nation,2022-03-21,89950
E92000001,England,nation,2022-03-20,66929
E92000001,England,nation,2022-03-19,55233
E92000001,England,nation,2022-03-18,61925
E92000001,England,nation,2022-03-17,67718
E92000001,England,nation,2022-03-16,73997
E92000001,England,nation,2022-03-15,74097
E92000001,England,nation,2022-03-14,79552
E92000001,England,nation,2022-03-13,60288
E92000001,England,nation,2022-03-12,49165
E92000001,England,nation,2022-03-11,52299
E92000001,England,nation,2022-03-10,54319
E92000001,England,nation,2022-03-09,55517
E92000001,England,nation,2022-03-08,52362
E92000001,England,nation,2022-03-07,51009
E92000001,England,nation,2022-03-06,35919
E92000001,England,nation,2022-03-05,28505
E92000001,England,nation,2022-03-04,30603
E92000001,England,nation,2022-03-03,31532
E92000001,England,nation,2022-03-02,33356
E92000001,England,nation,2022-03-01,31862
E92000001,England,nation,2022-02-28,31858
E92000001,England,nation,2022-02-27,22169
E92000001,England,nation,2022-02-26,17610
E92000001,England,nation,2022-02-25,19539
E92000001,England,nation,2022-02-24,21883
E92000001,England,nation,2022-02-23,26008
E92000001,England,nation,2022-02-22,28014
E92000001,England,nation,2022-02-21,33027
E92000001,England,nation,2022-02-20,28406
E92000001,England,nation,2022-02-19,26430
E92000001,England,nation,2022-02-18,24921
E92000001,England,nation,2022-02-17,34167
E92000001,England,nation,2022-02-16,39442
E92000001,England,nation,2022-02-15,40138
E92000001,England,nation,2022-02-14,42489
E92000001,England,nation,2022-02-13,32322
E92000001,England,nation,2022-02-12,29046
E92000001,England,nation,2022-02-11,34943
E92000001,England,nation,2022-02-10,41331
E92000001,England,nation,2022-02-09,51011
E92000001,England,nation,2022-02-08,55435
E92000001,England,nation,2022-02-07,62672
E92000001,England,nation,2022-02-06,50142
E92000001,England,nation,2022-02-05,43233
E92000001,England,nation,2022-02-04,52478
E92000001,England,nation,2022-02-03,64030
E92000001,England,nation,2022-02-02,73907
E92000001,England,nation,2022-02-01,78337
E92000001,England,nation,2022-01-31,88409
E92000001,England,nation,2022-01-30,74841
E92000001,England,nation,2022-01-29,63017
E92000001,England,nation,2022-01-28,71681
E92000001,England,nation,2022-01-27,82725
E92000001,England,nation,2022-01-26,93210
E92000001,England,nation,2022-01-25,96955
E92000001,England,nation,2022-01-24,109233
E92000001,England,nation,2022-01-23,88558
E92000001,England,nation,2022-01-22,70480
E92000001,England,nation,2022-01-21,79014
E92000001,England,nation,2022-01-20,86949
E92000001,England,nation,2022-01-19,97335
E92000001,England,nation,2022-01-18,103210
E92000001,England,nation,2022-01-17,114776
E92000001,England,nation,2022-01-16,85596
E92000001,England,nation,2022-01-15,67819
E92000001,England,nation,2022-01-14,75172
E92000001,England,nation,2022-01-13,84132
E92000001,England,nation,2022-01-12,89997
E92000001,England,nation,2022-01-11,100969
E92000001,England,nation,2022-01-10,116218
E92000001,England,nation,2022-01-09,83079
E92000001,England,nation,2022-01-08,81221
E92000001,England,nation,2022-01-07,105082
E92000001,England,nation,2022-01-06,150787
E92000001,England,nation,2022-01-05,183786
E92000001,England,nation,2022-01-04,234875
E92000001,England,nation,2022-01-03,193616
E92000001,England,nation,2022-01-02,148610
E92000001,England,nation,2022-01-01,99241
E92000001,England,nation,2021-12-31,152883
E92000001,England,nation,2021-12-30,192822
E92000001,England,nation,2021-12-29,224022
E92000001,England,nation,2021-12-28,170579
E92000001,England,nation,2021-12-27,155563
E92000001,England,nation,2021-12-26,98907
E92000001,England,nation,2021-12-25,59911
E92000001,England,nation,2021-12-24,117562
E92000001,England,nation,2021-12-23,137022
E92000001,England,nation,2021-12-22,138142
E92000001,England,nation,2021-12-21,129598
E92000001,England,nation,2021-12-20,117577
E92000001,England,nation,2021-12-19,78493
E92000001,England,nation,2021-12-18,78930
E92000001,England,nation,2021-12-17,84948
E92000001,England,nation,2021-12-16,93796
E92000001,England,nation,2021-12-15,99652
E92000001,England,nation,2021-12-14,90711
E92000001,England,nation,2021-12-13,76508
E92000001,England,nation,2021-12-12,46365
E92000001,England,nation,2021-12-11,41940
E92000001,England,nation,2021-12-10,45016
E92000001,England,nation,2021-12-09,48815
E92000001,England,nation,2021-12-08,50055
E92000001,England,nation,2021-12-07,48140
E92000001,England,nation,2021-12-06,51119
E92000001,England,nation,2021-12-05,35029
E92000001,England,nation,2021-12-04,33378
E92000001,England,nation,2021-12-03,39222
E92000001,England,nation,2021-12-02,43046
E92000001,England,nation,2021-12-01,47262
E92000001,England,nation,2021-11-30,47631
E92000001,England,nation,2021-11-29,47940
E92000001,England,nation,2021-11-28,33855
E92000001,England,nation,2021-11-27,28456
E92000001,England,nation,2021-11-26,33665
E92000001,England,nation,2021-11-25,37142
E92000001,England,nation,2021-11-24,39880
E92000001,England,nation,2021-11-23,41014
E92000001,England,nation,2021-11-22,42868
E92000001,England,nation,2021-11-21,31763
E92000001,England,nation,2021-11-20,29868
E92000001,England,nation,2021-11-19,33185
E92000001,England,nation,2021-11-18,37098
E92000001,England,nation,2021-11-17,38256
E92000001,England,nation,2021-11-16,38656
E92000001,England,nation,2021-11-15,42477
E92000001,England,nation,2021-11-14,29597
E92000001,England,nation,2021-11-13,27356
E92000001,England,nation,2021-11-12,31338
E92000001,England,nation,2021-11-11,33699
E92000001,England,nation,2021-11-10,35388
E92000001,England,nation,2021-11-09,34679
E92000001,England,nation,2021-11-08,36139
E92000001,England,nation,2021-11-07,25447
E92000001,England,nation,2021-11-06,22580
E92000001,England,nation,2021-11-05,24405
E92000001,England,nation,2021-11-04,27377
E92000001,England,nation,2021-11-03,29396
E92000001,England,nation,2021-11-02,31328
E92000001,England,nation,2021-11-01,37663
E92000001,England,nation,2021-10-31,29564
E92000001,England,nation,2021-10-30,28241
E92000001,England,nation,2021-10-29,33995
E92000001,England,nation,2021-10-28,35077
E92000001,England,nation,2021-10-27,36524
E92000001,England,nation,2021-10-26,35276
E92000001,England,nation,2021-10-25,39957
E92000001,England,nation,2021-10-24,30092
E92000001,England,nation,2021-10-23,29747
E92000001,England,nation,2021-10-22,34507
E92000001,England,nation,2021-10-21,38580
E92000001,England,nation,2021-10-20,43963
E92000001,England,nation,2021-10-19,44628
E92000001,England,nation,2021-10-18,49256
E92000001,England,nation,2021-10-17,37502
E92000001,England,nation,2021-10-16,31639
E92000001,England,nation,2021-10-15,36629
E92000001,England,nation,2021-10-14,39264
E92000001,England,nation,2021-10-13,40545
E92000001,England,nation,2021-10-12,40890
E92000001,England,nation,2021-10-11,43115
E92000001,England,nation,2021-10-10,31499
E92000001,England,nation,2021-10-09,27175
E92000001,England,nation,2021-10-08,29845
E92000001,England,nation,2021-10-07,32157
E92000001,England,nation,2021-10-06,32546
E92000001,England,nation,2021-10-05,32268
E92000001,England,nation,2021-10-04,36476
E92000001,England,nation,2021-10-03,27137
E92000001,England,nation,2021-10-02,21872
E92000001,England,nation,2021-10-01,24134
E92000001,England,nation,2021-09-30,26809
E92000001,England,nation,2021-09-29,28687
E92000001,England,nation,2021-09-28,29627
E92000001,England,nation,2021-09-27,34595
E92000001,England,nation,2021-09-26,26813
E92000001,England,nation,2021-09-25,23387
E92000001,England,nation,2021-09-24,25755
E92000001,England,nation,2021-09-23,28340
E92000001,England,nation,2021-09-22,28788
E92000001,England,nation,2021-09-21,30547
E92000001,England,nation,2021-09-20,32121
E92000001,England,nation,2021-09-19,24791
E92000001,England,nation,2021-09-18,20927
E92000001,England,nation,2021-09-17,22376
E92000001,England,nation,2021-09-16,22311
E92000001,England,nation,2021-09-15,22411
E92000001,England,nation,2021-09-14,22638
E92000001,England,nation,2021-09-13,25199
E92000001,England,nation,2021-09-12,17880
E92000001,England,nation,2021-09-11,16956
E92000001,England,nation,2021-09-10,21027
E92000001,England,nation,2021-09-09,24437
E92000001,England,nation,2021-09-08,25658
E92000001,England,nation,2021-09-07,27938
E92000001,England,nation,2021-09-06,33132
E92000001,England,nation,2021-09-05,23457
E92000001,England,nation,2021-09-04,23409
E92000001,England,nation,2021-09-03,28727
E92000001,England,nation,2021-09-02,30634
E92000001,England,nation,2021-09-01,31601
E92000001,England,nation,2021-08-31,33565
E92000001,England,nation,2021-08-30,24972
E92000001,England,nation,2021-08-29,19151
E92000001,England,nation,2021-08-28,20136
E92000001,England,nation,2021-08-27,24251
E92000001,England,nation,2021-08-26,26482
E92000001,England,nation,2021-08-25,27901
E92000001,England,nation,2021-08-24,28213
E92000001,England,nation,2021-08-23,30333
E92000001,England,nation,2021-08-22,22409
E92000001,England,nation,2021-08-21,22602
E92000001,England,nation,2021-08-20,25555
E92000001,England,nation,2021-08-19,29080
E92000001,England,nation,2021-08-18,31426
E92000001,England,nation,2021-08-17,31093
E92000001,England,nation,2021-08-16,30861
E92000001,England,nation,2021-08-15,21280
E92000001,England,nation,2021-08-14,21336
E92000001,England,nation,2021-08-13,24991
E92000001,England,nation,2021-08-12,27690
E92000001,England,nation,2021-08-11,29133
E92000001,England,nation,2021-08-10,27609
E92000001,England,nation,2021-08-09,28291
E92000001,England,nation,2021-08-08,20160
E92000001,England,nation,2021-08-07,19984
E92000001,England,nation,2021-08-06,24876
E92000001,England,nation,2021-08-05,28132
E92000001,England,nation,2021-08-04,28896
E92000001,England,nation,2021-08-03,27064
E92000001,England,nation,2021-08-02,26581
E92000001,England,nation,2021-08-01,18637
E92000001,England,nation,2021-07-31,18448
E92000001,England,nation,2021-07-30,22109
E92000001,England,nation,2021-07-29,25363
E92000001,England,nation,2021-07-28,26925
E92000001,England,nation,2021-07-27,26026
E92000001,England,nation,2021-07-26,26540
E92000001,England,nation,2021-07-25,19659
E92000001,England,nation,2021-07-24,20276
E92000001,England,nation,2021-07-23,24538
E92000001,England,nation,2021-07-22,27709
E92000001,England,nation,2021-07-21,31666
E92000001,England,nation,2021-07-20,35946
E92000001,England,nation,2021-07-19,43396
E92000001,England,nation,2021-07-18,33163
E92000001,England,nation,2021-07-17,35280
E92000001,England,nation,2021-07-16,51137
E92000001,England,nation,2021-07-15,57582
E92000001,England,nation,2021-07-14,50319
E92000001,England,nation,2021-07-13,43246
E92000001,England,nation,2021-07-12,40479
E92000001,England,nation,2021-07-11,27418
E92000001,England,nation,2021-07-10,25411
E92000001,England,nation,2021-07-09,29049
E92000001,England,nation,2021-07-08,29925
E92000001,England,nation,2021-07-07,34274
E92000001,England,nation,2021-07-06,31627
E92000001,England,nation,2021-07-05,30214
E92000001,England,nation,2021-07-04,21805
E92000001,England,nation,2021-07-03,20638
E92000001,England,nation,2021-07-02,22288
E92000001,England,nation,2021-07-01,24267
E92000001,England,nation,2021-06-30,23941
E92000001,England,nation,2021-06-29,23250
E92000001,England,nation,2021-06-28,23511
E92000001,England,nation,2021-06-27,15407
E92000001,England,nation,2021-06-26,13486
E92000001,England,nation,2021-06-25,14901
E92000001,England,nation,2021-06-24,15082
E92000001,England,nation,2021-06-23,14805
E92000001,England,nation,2021-06-22,13564
E92000001,England,nation,2021-06-21,12706
E92000001,England,nation,2021-06-20,8204
E92000001,England,nation,2021-06-19,7126
E92000001,England,nation,2021-06-18,8772
E92000001,England,nation,2021-06-17,9523
E92000001,England,nation,2021-06-16,9411
E92000001,England,nation,2021-06-15,9149
E92000001,England,nation,2021-06-14,8941
E92000001,England,nation,2021-06-13,6075
E92000001,England,nation,2021-06-12,5422
E92000001,England,nation,2021-06-11,6510
E92000001,England,nation,2021-06-10,6717
E92000001,England,nation,2021-06-09,6919
E92000001,England,nation,2021-06-08,6630
E92000001,England,nation,2021-06-07,6790
E92000001,England,nation,2021-06-06,4729
E92000001,England,nation,2021-06-05,3964
E92000001,England,nation,2021-06-04,4885
E92000001,England,nation,2021-06-03,5129
E92000001,England,nation,2021-06-02,5039
E92000001,England,nation,2021-06-01,4515
E92000001,England,nation,2021-05-31,3170
E92000001,England,nation,2021-05-30,2598
E92000001,England,nation,2021-05-29,2461
E92000001,England,nation,2021-05-28,2929
E92000001,England,nation,2021-05-27,3075
E92000001,England,nation,2021-05-26,3178
E92000001,England,nation,2021-05-25,2797
E92000001,England,nation,2021-05-24,2749
E92000001,England,nation,2021-05-23,1918
E92000001,England,nation,2021-05-22,1606
E92000001,England,nation,2021-05-21,1870
E92000001,England,nation,2021-05-20,2000
E92000001,England,nation,2021-05-19,2260
E92000001,England,nation,2021-05-18,2241
E92000001,England,nation,2021-05-17,2341
E92000001,England,nation,2021-05-16,1586
E92000001,England,nation,2021-05-15,1304
E92000001,England,nation,2021-05-14,1538
E92000001,England,nation,2021-05-13,1737
E92000001,England,nation,2021-05-12,1868
E92000001,England,nation,2021-05-11,1871
E92000001,England,nation,2021-05-10,2324
E92000001,England,nation,2021-05-09,1985
E92000001,England,nation,2021-05-08,1300
E92000001,England,nation,2021-05-07,1656
E92000001,England,nation,2021-05-06,1966
E92000001,England,nation,2021-05-05,2203
E92000001,England,nation,2021-05-04,2198
E92000001,England,nation,2021-05-03,1806
E92000001,England,nation,2021-05-02,1305
E92000001,England,nation,2021-05-01,1209
E92000001,England,nation,2021-04-30,1528
E92000001,England,nation,2021-04-29,1901
E92000001,England,nation,2021-04-28,2153
E92000001,England,nation,2021-04-27,1808
E92000001,England,nation,2021-04-26,2268
E92000001,England,nation,2021-04-25,1897
E92000001,England,nation,2021-04-24,1300
E92000001,England,nation,2021-04-23,1701
E92000001,England,nation,2021-04-22,2032
E92000001,England,nation,2021-04-21,2299
E92000001,England,nation,2021-04-20,2112
E92000001,England,nation,2021-04-19,2268
E92000001,England,nation,2021-04-18,2281
E92000001,England,nation,2021-04-17,1398
E92000001,England,nation,2021-04-16,1963
E92000001,England,nation,2021-04-15,1959
E92000001,England,nation,2021-04-14,2068
E92000001,England,nation,2021-04-13,2060
E92000001,England,nation,2021-04-12,2398
E92000001,England,nation,2021-04-11,2020
E92000001,England,nation,2021-04-10,2009
E92000001,England,nation,2021-04-09,2481
E92000001,England,nation,2021-04-08,2651
E92000001,England,nation,2021-04-07,2752
E92000001,England,nation,2021-04-06,2755
E92000001,England,nation,2021-04-05,2314
E92000001,England,nation,2021-04-04,2043
E92000001,England,nation,2021-04-03,2119
E92000001,England,nation,2021-04-02,2248
E92000001,England,nation,2021-04-01,3067
E92000001,England,nation,2021-03-31,3341
E92000001,England,nation,2021-03-30,3135
E92000001,England,nation,2021-03-29,3422
E92000001,England,nation,2021-03-28,4476
E92000001,England,nation,2021-03-27,3136
E92000001,England,nation,2021-03-26,3803
E92000001,England,nation,2021-03-25,4674
E92000001,England,nation,2021-03-24,5320
E92000001,England,nation,2021-03-23,4563
E92000001,England,nation,2021-03-22,5399
E92000001,England,nation,2021-03-21,4677
E92000001,England,nation,2021-03-20,3513
E92000001,England,nation,2021-03-19,4329
E92000001,England,nation,2021-03-18,4680
E92000001,England,nation,2021-03-17,5046
E92000001,England,nation,2021-03-16,4919
E92000001,England,nation,2021-03-15,5637
E92000001,England,nation,2021-03-14,3707
E92000001,England,nation,2021-03-13,3590
E92000001,England,nation,2021-03-12,4766
E92000001,England,nation,2021-03-11,4848
E92000001,England,nation,2021-03-10,5223
E92000001,England,nation,2021-03-09,5487
E92000001,England,nation,2021-03-08,5818
E92000001,England,nation,2021-03-07,3677
E92000001,England,nation,2021-03-06,3832
E92000001,England,nation,2021-03-05,4728
E92000001,England,nation,2021-03-04,5011
E92000001,England,nation,2021-03-03,5305
E92000001,England,nation,2021-03-02,5951
E92000001,England,nation,2021-03-01,6214
E92000001,England,nation,2021-02-28,4112
E92000001,England,nation,2021-02-27,4254
E92000001,England,nation,2021-02-26,5884
E92000001,England,nation,2021-02-25,6935
E92000001,England,nation,2021-02-24,7619
E92000001,England,nation,2021-02-23,8535
E92000001,England,nation,2021-02-22,10277
E92000001,England,nation,2021-02-21,7032
E92000001,England,nation,2021-02-20,7160
E92000001,England,nation,2021-02-19,9246
E92000001,England,nation,2021-02-18,10304
E92000001,England,nation,2021-02-17,10419
E92000001,England,nation,2021-02-16,11270
E92000001,England,nation,2021-02-15,12953
E92000001,England,nation,2021-02-14,7780
E92000001,England,nation,2021-02-13,8024
E92000001,England,nation,2021-02-12,10986
E92000001,England,nation,2021-02-11,11637
E92000001,England,nation,2021-02-10,12272
E92000001,England,nation,2021-02-09,12696
E92000001,England,nation,2021-02-08,14370
E92000001,England,nation,2021-02-07,10457
E92000001,England,nation,2021-02-06,10951
E92000001,England,nation,2021-02-05,14462
E92000001,England,nation,2021-02-04,16716
E92000001,England,nation,2021-02-03,17948
E92000001,England,nation,2021-02-02,18195
E92000001,England,nation,2021-02-01,20764
E92000001,England,nation,2021-01-31,14138
E92000001,England,nation,2021-01-30,15524
E92000001,England,nation,2021-01-29,20362
E92000001,England,nation,2021-01-28,22522
E92000001,England,nation,2021-01-27,23899
E92000001,England,nation,2021-01-26,25210
E92000001,England,nation,2021-01-25,27971
E92000001,England,nation,2021-01-24,15883
E92000001,England,nation,2021-01-23,20425
E92000001,England,nation,2021-01-22,27741
E92000001,England,nation,2021-01-21,29632
E92000001,England,nation,2021-01-20,32678
E92000001,England,nation,2021-01-19,37056
E92000001,England,nation,2021-01-18,41934
E92000001,England,nation,2021-01-17,26976
E92000001,England,nation,2021-01-16,28411
E92000001,England,nation,2021-01-15,37877
E92000001,England,nation,2021-01-14,39659
E92000001,England,nation,2021-01-13,42300
E92000001,England,nation,2021-01-12,45968
E92000001,England,nation,2021-01-11,53518
E92000001,England,nation,2021-01-10,33749
E92000001,England,nation,2021-01-09,36419
E92000001,England,nation,2021-01-08,43493
E92000001,England,nation,2021-01-07,48132
E92000001,England,nation,2021-01-06,52751
E92000001,England,nation,2021-01-05,59597
E92000001,England,nation,2021-01-04,70918
E92000001,England,nation,2021-01-03,50661
E92000001,England,nation,2021-01-02,55428
E92000001,England,nation,2021-01-01,28879
E92000001,England,nation,2020-12-31,47822
E92000001,England,nation,2020-12-30,64243
E92000001,England,nation,2020-12-29,74056
E92000001,England,nation,2020-12-28,40844
E92000001,England,nation,2020-12-27,43249
E92000001,England,nation,2020-12-26,37461
E92000001,England,nation,2020-12-25,12926
E92000001,England,nation,2020-12-24,29286
E92000001,England,nation,2020-12-23,38383
E92000001,England,nation,2020-12-22,41741
E92000001,England,nation,2020-12-21,43446
E92000001,England,nation,2020-12-20,29554
E92000001,England,nation,2020-12-19,22195
E92000001,England,nation,2020-12-18,32424
E92000001,England,nation,2020-12-17,30162
E92000001,England,nation,2020-12-16,30661
E92000001,England,nation,2020-12-15,29688
E92000001,England,nation,2020-12-14,30043
E92000001,England,nation,2020-12-13,18422
E92000001,England,nation,2020-12-12,16272
E92000001,England,nation,2020-12-11,20212
E92000001,England,nation,2020-12-10,18861
E92000001,England,nation,2020-12-09,17772
E92000001,England,nation,2020-12-08,16968
E92000001,England,nation,2020-12-07,17723
E92000001,England,nation,2020-12-06,11070
E92000001,England,nation,2020-12-05,10326
E92000001,England,nation,2020-12-04,13097
E92000001,England,nation,2020-12-03,12828
E92000001,England,nation,2020-12-02,13734
E92000001,England,nation,2020-12-01,13793
E92000001,England,nation,2020-11-30,15295
E92000001,England,nation,2020-11-29,9090
E92000001,England,nation,2020-11-28,9366
E92000001,England,nation,2020-11-27,12502
E92000001,England,nation,2020-11-26,12515
E92000001,England,nation,2020-11-25,14198
E92000001,England,nation,2020-11-24,14292
E92000001,England,nation,2020-11-23,16530
E92000001,England,nation,2020-11-22,10234
E92000001,England,nation,2020-11-21,10829
E92000001,England,nation,2020-11-20,14994
E92000001,England,nation,2020-11-19,15830
E92000001,England,nation,2020-11-18,18587
E92000001,England,nation,2020-11-17,20720
E92000001,England,nation,2020-11-16,24190
E92000001,England,nation,2020-11-15,14447
E92000001,England,nation,2020-11-14,16325
E92000001,England,nation,2020-11-13,22058
E92000001,England,nation,2020-11-12,22370
E92000001,England,nation,2020-11-11,25100
E92000001,England,nation,2020-11-10,24875
E92000001,England,nation,2020-11-09,28606
E92000001,England,nation,2020-11-08,18280
E92000001,England,nation,2020-11-07,16906
E92000001,England,nation,2020-11-06,21234
E92000001,England,nation,2020-11-05,21245
E92000001,England,nation,2020-11-04,21081
E92000001,England,nation,2020-11-03,22736
E92000001,England,nation,2020-11-02,28472
E92000001,England,nation,2020-11-01,13642
E92000001,England,nation,2020-10-31,14594
E92000001,England,nation,2020-10-30,19905
E92000001,England,nation,2020-10-29,20292
E92000001,England,nation,2020-10-28,20553
E92000001,England,nation,2020-10-27,20771
E92000001,England,nation,2020-10-26,23033
E92000001,England,nation,2020-10-25,13363
E92000001,England,nation,2020-10-24,13743
E92000001,England,nation,2020-10-23,18379
E92000001,England,nation,2020-10-22,19888
E92000001,England,nation,2020-10-21,21833
E92000001,England,nation,2020-10-20,21705
E92000001,England,nation,2020-10-19,22423
E92000001,England,nation,2020-10-18,12001
E92000001,England,nation,2020-10-17,12493
E92000001,England,nation,2020-10-16,14784
E92000001,England,nation,2020-10-15,15461
E92000001,England,nation,2020-10-14,16659
E92000001,England,nation,2020-10-13,15679
E92000001,England,nation,2020-10-12,16459
E92000001,England,nation,2020-10-11,9792
E92000001,England,nation,2020-10-10,10305
E92000001,England,nation,2020-10-09,13169
E92000001,England,nation,2020-10-08,15454
E92000001,England,nation,2020-10-07,15420
E92000001,England,nation,2020-10-06,14458
E92000001,England,nation,2020-10-05,14220
E92000001,England,nation,2020-10-04,9967
E92000001,England,nation,2020-10-03,9820
E92000001,England,nation,2020-10-02,11719
E92000001,England,nation,2020-10-01,11445
E92000001,England,nation,2020-09-30,10663
E92000001,England,nation,2020-09-29,8833
E92000001,England,nation,2020-09-28,8641
E92000001,England,nation,2020-09-27,6084
E92000001,England,nation,2020-09-26,5704
E92000001,England,nation,2020-09-25,6105
E92000001,England,nation,2020-09-24,6361
E92000001,England,nation,2020-09-23,5933
E92000001,England,nation,2020-09-22,5400
E92000001,England,nation,2020-09-21,4727
E92000001,England,nation,2020-09-20,4652
E92000001,England,nation,2020-09-19,4215
E92000001,England,nation,2020-09-18,4290
E92000001,England,nation,2020-09-17,3979
E92000001,England,nation,2020-09-16,3778
E92000001,England,nation,2020-09-15,3057
E92000001,England,nation,2020-09-14,2941
E92000001,England,nation,2020-09-13,1722
E92000001,England,nation,2020-09-12,2224
E92000001,England,nation,2020-09-11,2893
E92000001,England,nation,2020-09-10,3143
E92000001,England,nation,2020-09-09,2893
E92000001,England,nation,2020-09-08,3071
E92000001,England,nation,2020-09-07,3530
E92000001,England,nation,2020-09-06,2079
E92000001,England,nation,2020-09-05,2200
E92000001,England,nation,2020-09-04,2637
E92000001,England,nation,2020-09-03,2716
E92000001,England,nation,2020-09-02,2696
E92000001,England,nation,2020-09-01,1962
E92000001,England,nation,2020-08-31,1279
E92000001,England,nation,2020-08-30,987
E92000001,England,nation,2020-08-29,1051
E92000001,England,nation,2020-08-28,1395
E92000001,England,nation,2020-08-27,1356
E92000001,England,nation,2020-08-26,1181
E92000001,England,nation,2020-08-25,1085
E92000001,England,nation,2020-08-24,1157
E92000001,England,nation,2020-08-23,704
E92000001,England,nation,2020-08-22,732
