age,date,cases,age_num,age_format,cases_tot,cases_norm
85_to_89,2020-12-04,273,85,85-89,12722,0.02145889011161767
90+,2020-12-04,284,90,90+,12722,0.022323534035529006
0_to_4,2020-12-05,232,0,0-4,10061,0.023059338037968394
5_to_9,2020-12-05,369,5,5-9,10061,0.03667627472418249
10_to_14,2020-12-05,716,10,10-14,10061,0.07116588808269556
15_to_19,2020-12-05,729,15,15-19,10061,0.0724580061624093
20_to_24,2020-12-05,714,20,20-24,10061,0.07096710068581652
25_to_29,2020-12-05,840,25,25-29,10061,0.0834907066891959
30_to_34,2020-12-05,904,30,30-34,10061,0.08985190338932511
35_to_39,2020-12-05,834,35,35-39,10061,0.08289434449855879
40_to_44,2020-12-05,871,40,40-44,10061,0.086571911340821
45_to_49,2020-12-05,814,45,45-49,10061,0.08090647052976842
50_to_54,2020-12-05,767,50,50-54,10061,0.07623496670311103
55_to_59,2020-12-05,636,55,55-59,10061,0.06321439220753404
60_to_64,2020-12-05,436,60,60-64,10061,0.04333565251963026
65_to_69,2020-12-05,246,65,65-69,10061,0.024450849816121657
70_to_74,2020-12-05,239,70,70-74,10061,0.023755093927045026
75_to_79,2020-12-05,203,75,75-79,10061,0.020176920783222342
80_to_84,2020-12-05,198,80,80-84,10061,0.01967995229102475
85_to_89,2020-12-05,165,85,85-89,10061,0.016399960242520623
90+,2020-12-05,148,90,90+,10061,0.014710267369048803
0_to_4,2020-12-06,261,0,0-4,10785,0.02420027816411683
5_to_9,2020-12-06,377,5,5-9,10785,0.034955957348168754
10_to_14,2020-12-06,782,10,10-14,10785,0.07250811312007417
15_to_19,2020-12-06,793,15,15-19,10785,0.07352804821511358
20_to_24,2020-12-06,710,20,20-24,10785,0.06583217431617988
25_to_29,2020-12-06,838,25,25-29,10785,0.07770050996754752
30_to_34,2020-12-06,957,30,30-34,10785,0.08873435326842838
35_to_39,2020-12-06,972,35,35-39,10785,0.09012517385257302
40_to_44,2020-12-06,929,40,40-44,10785,0.0861381548446917
45_to_49,2020-12-06,941,45,45-49,10785,0.08725081131200742
50_to_54,2020-12-06,793,50,50-54,10785,0.07352804821511358
55_to_59,2020-12-06,651,55,55-59,10785,0.060361613351877605
60_to_64,2020-12-06,458,60,60-64,10785,0.042466388502549836
65_to_69,2020-12-06,296,65,65-69,10785,0.027445526193787668
70_to_74,2020-12-06,243,70,70-74,10785,0.022531293463143254
75_to_79,2020-12-06,195,75,75-79,10785,0.01808066759388039
80_to_84,2020-12-06,206,80,80-84,10785,0.019100602688919797
85_to_89,2020-12-06,198,85,85-89,10785,0.018358831710709317
90+,2020-12-06,185,90,90+,10785,0.017153453871117292
0_to_4,2020-12-07,382,0,0-4,17186,0.022227394390783195
5_to_9,2020-12-07,677,5,5-9,17186,0.03939252880251368
10_to_14,2020-12-07,1249,10,10-14,17186,0.07267543349237751
15_to_19,2020-12-07,1323,15,15-19,17186,0.07698126381938787
20_to_24,2020-12-07,1168,20,20-24,17186,0.0679622948911905
25_to_29,2020-12-07,1315,25,25-29,17186,0.07651576864890026
30_to_34,2020-12-07,1430,30,30-34,17186,0.0832072617246596
35_to_39,2020-12-07,1482,35,35-39,17186,0.08623298033282904
40_to_44,2020-12-07,1435,40,40-44,17186,0.08349819620621436
45_to_49,2020-12-07,1449,45,45-49,17186,0.08431281275456767
50_to_54,2020-12-07,1277,50,50-54,17186,0.07430466658908413
55_to_59,2020-12-07,1133,55,55-59,17186,0.06592575352030723
60_to_64,2020-12-07,771,60,60-64,17186,0.044862097055743046
65_to_69,2020-12-07,419,65,65-69,17186,0.024380309554288375
70_to_74,2020-12-07,310,70,70-74,17186,0.01803793785639474
75_to_79,2020-12-07,331,75,75-79,17186,0.019259862678924707
80_to_84,2020-12-07,366,80,80-84,17186,0.021296404049807982
85_to_89,2020-12-07,314,85,85-89,17186,0.018270685441638543
90+,2020-12-07,355,90,90+,17186,0.020656348190387523
0_to_4,2020-12-08,392,0,0-4,16429,0.02386024712398807
5_to_9,2020-12-08,626,5,5-9,16429,0.038103353825552376
10_to_14,2020-12-08,1218,10,10-14,16429,0.07413719642096293
15_to_19,2020-12-08,1141,15,15-19,16429,0.06945036216446528
20_to_24,2020-12-08,1171,20,20-24,16429,0.07127640148517865
25_to_29,2020-12-08,1405,25,25-29,16429,0.08551950818674295
30_to_34,2020-12-08,1420,30,30-34,16429,0.08643252784709964
35_to_39,2020-12-08,1417,35,35-39,16429,0.08624992391502831
40_to_44,2020-12-08,1414,40,40-44,16429,0.08606731998295697
45_to_49,2020-12-08,1239,45,45-49,16429,0.07541542394546229
50_to_54,2020-12-08,1186,50,50-54,16429,0.07218942114553534
55_to_59,2020-12-08,995,55,55-59,16429,0.060563637470326864
60_to_64,2020-12-08,671,60,60-64,16429,0.04084241280662244
65_to_69,2020-12-08,437,65,65-69,16429,0.02659930610505813
70_to_74,2020-12-08,340,70,70-74,16429,0.020695112301418225
75_to_79,2020-12-08,298,75,75-79,16429,0.0181386572524195
80_to_84,2020-12-08,343,80,80-84,16429,0.020877716233489562
85_to_89,2020-12-08,363,85,85-89,16429,0.022095075780631808
90+,2020-12-08,353,90,90+,16429,0.021486396007060687
0_to_4,2020-12-09,392,0,0-4,17265,0.022704894294816102
5_to_9,2020-12-09,629,5,5-9,17265,0.036432088039386044
10_to_14,2020-12-09,1297,10,10-14,17265,0.07512308137851144
15_to_19,2020-12-09,1232,15,15-19,17265,0.07135823921227918
20_to_24,2020-12-09,1378,20,20-24,17265,0.07981465392412394
25_to_29,2020-12-09,1529,25,25-29,17265,0.08856067187952506
30_to_34,2020-12-09,1496,30,30-34,17265,0.08664929047205329
35_to_39,2020-12-09,1486,35,35-39,17265,0.08607008398494063
40_to_44,2020-12-09,1405,40,40-44,17265,0.08137851143932812
45_to_49,2020-12-09,1321,45,45-49,17265,0.0765131769475818
50_to_54,2020-12-09,1251,50,50-54,17265,0.07245873153779323
55_to_59,2020-12-09,1083,55,55-59,17265,0.0627280625543006
60_to_64,2020-12-09,764,60,60-64,17265,0.044251375615406895
65_to_69,2020-12-09,397,65,65-69,17265,0.02299449753837243
70_to_74,2020-12-09,348,70,70-74,17265,0.020156385751520418
75_to_79,2020-12-09,299,75,75-79,17265,0.017318273964668403
80_to_84,2020-12-09,325,80,80-84,17265,0.018824210831161307
85_to_89,2020-12-09,327,85,85-89,17265,0.01894005212858384
90+,2020-12-09,306,90,90+,17265,0.017723718505647263
0_to_4,2020-12-10,442,0,0-4,18369,0.024062278839348902
5_to_9,2020-12-10,707,5,5-9,18369,0.038488758233981166
10_to_14,2020-12-10,1270,10,10-14,18369,0.06913822200446404
15_to_19,2020-12-10,1356,15,15-19,18369,0.07382002286460886
20_to_24,2020-12-10,1400,20,20-24,18369,0.07621536283956666
25_to_29,2020-12-10,1637,25,25-29,18369,0.08911753497740758
30_to_34,2020-12-10,1600,30,30-34,18369,0.0871032718166476
35_to_39,2020-12-10,1616,35,35-39,18369,0.08797430453481409
40_to_44,2020-12-10,1668,40,40-44,18369,0.09080516086885514
45_to_49,2020-12-10,1501,45,45-49,18369,0.08171375687299254
50_to_54,2020-12-10,1309,50,50-54,18369,0.07126136425499482
55_to_59,2020-12-10,1071,55,55-59,18369,0.0583047525722685
60_to_64,2020-12-10,735,60,60-64,18369,0.0400130654907725
65_to_69,2020-12-10,414,65,65-69,18369,0.02253797158255757
70_to_74,2020-12-10,363,70,70-74,18369,0.019761554793401928
75_to_79,2020-12-10,301,75,75-79,18369,0.016386303010506833
80_to_84,2020-12-10,341,80,80-84,18369,0.018563884805923022
85_to_89,2020-12-10,334,85,85-89,18369,0.01818280799172519
90+,2020-12-10,304,90,90+,18369,0.016549621645163045
0_to_4,2020-12-11,474,0,0-4,19704,0.02405602923264312
5_to_9,2020-12-11,753,5,5-9,19704,0.038215590742996346
10_to_14,2020-12-11,1405,10,10-14,19704,0.07130531871701178
15_to_19,2020-12-11,1477,15,15-19,19704,0.07495939910678034
20_to_24,2020-12-11,1360,20,20-24,19704,0.06902151847340642
25_to_29,2020-12-11,1584,25,25-29,19704,0.08038976857490865
30_to_34,2020-12-11,1736,30,30-34,19704,0.0881039382866423
35_to_39,2020-12-11,1791,35,35-39,19704,0.0908952496954933
40_to_44,2020-12-11,1627,40,40-44,19704,0.08257206658546488
45_to_49,2020-12-11,1575,45,45-49,19704,0.07993300852618758
50_to_54,2020-12-11,1496,50,50-54,19704,0.07592367032074705
55_to_59,2020-12-11,1220,55,55-59,19704,0.06191636215996752
60_to_64,2020-12-11,825,60,60-64,19704,0.04186967113276492
65_to_69,2020-12-11,521,65,65-69,19704,0.026441331709297605
70_to_74,2020-12-11,434,70,70-74,19704,0.022025984571660575
75_to_79,2020-12-11,351,75,75-79,19704,0.0178136419001218
80_to_84,2020-12-11,384,80,80-84,19704,0.0194884287454324
85_to_89,2020-12-11,357,85,85-89,19704,0.018118148599269183
90+,2020-12-11,334,90,90+,19704,0.016950872919204222
0_to_4,2020-12-12,381,0,0-4,15888,0.023980362537764352
5_to_9,2020-12-12,591,5,5-9,15888,0.037197885196374625
10_to_14,2020-12-12,1146,10,10-14,15888,0.07212990936555891
15_to_19,2020-12-12,1179,15,15-19,15888,0.07420694864048338
20_to_24,2020-12-12,1167,20,20-24,15888,0.07345166163141995
25_to_29,2020-12-12,1314,25,25-29,15888,0.08270392749244714
30_to_34,2020-12-12,1439,30,30-34,15888,0.09057150050352468
35_to_39,2020-12-12,1426,35,35-39,15888,0.0897532729103726
40_to_44,2020-12-12,1388,40,40-44,15888,0.08736153071500503
45_to_49,2020-12-12,1345,45,45-49,15888,0.08465508559919437
50_to_54,2020-12-12,1199,50,50-54,15888,0.07546576032225578
55_to_59,2020-12-12,976,55,55-59,15888,0.06143001007049345
60_to_64,2020-12-12,677,60,60-64,15888,0.04261077542799597
65_to_69,2020-12-12,379,65,65-69,15888,0.02385448136958711
70_to_74,2020-12-12,299,70,70-74,15888,0.018819234642497483
75_to_79,2020-12-12,284,75,75-79,15888,0.01787512588116818
80_to_84,2020-12-12,241,80,80-84,15888,0.015168680765357502
85_to_89,2020-12-12,255,85,85-89,15888,0.01604984894259819
90+,2020-12-12,202,90,90+,15888,0.01271399798590131
0_to_4,2020-12-13,446,0,0-4,18016,0.024755772646536413
5_to_9,2020-12-13,671,5,5-9,18016,0.037244671403197156
10_to_14,2020-12-13,1358,10,10-14,18016,0.07537744227353464
15_to_19,2020-12-13,1345,15,15-19,18016,0.07465586145648313
20_to_24,2020-12-13,1268,20,20-24,18016,0.07038188277087033
25_to_29,2020-12-13,1541,25,25-29,18016,0.08553507992895204
30_to_34,2020-12-13,1602,30,30-34,18016,0.08892095914742451
35_to_39,2020-12-13,1632,35,35-39,18016,0.0905861456483126
40_to_44,2020-12-13,1562,40,40-44,18016,0.08670071047957371
45_to_49,2020-12-13,1504,45,45-49,18016,0.08348134991119005
50_to_54,2020-12-13,1364,50,50-54,18016,0.07571047957371226
55_to_59,2020-12-13,1059,55,55-59,18016,0.05878108348134991
60_to_64,2020-12-13,716,60,60-64,18016,0.039742451154529304
65_to_69,2020-12-13,452,65,65-69,18016,0.025088809946714034
70_to_74,2020-12-13,382,70,70-74,18016,0.021203374777975133
75_to_79,2020-12-13,302,75,75-79,18016,0.016762877442273536
80_to_84,2020-12-13,310,80,80-84,18016,0.017206927175843694
85_to_89,2020-12-13,265,85,85-89,18016,0.014709147424511545
90+,2020-12-13,237,90,90+,18016,0.013154973357015987
0_to_4,2020-12-14,687,0,0-4,29336,0.023418325606763022
5_to_9,2020-12-14,1090,5,5-9,29336,0.03715571311698936
10_to_14,2020-12-14,2204,10,10-14,29336,0.07512953367875648
15_to_19,2020-12-14,2084,15,15-19,29336,0.07103899645486773
20_to_24,2020-12-14,2155,20,20-24,29336,0.07345923097900191
25_to_29,2020-12-14,2576,25,25-29,29336,0.08781019907281157
30_to_34,2020-12-14,2616,30,30-34,29336,0.08917371148077448
35_to_39,2020-12-14,2507,35,35-39,29336,0.08545814016907553
40_to_44,2020-12-14,2450,40,40-44,29336,0.08351513498772839
45_to_49,2020-12-14,2445,45,45-49,29336,0.08334469593673302
50_to_54,2020-12-14,2308,50,50-54,29336,0.07867466593946004
55_to_59,2020-12-14,1834,55,55-59,29336,0.06251704390509953
60_to_64,2020-12-14,1251,60,60-64,29336,0.04264385055904009
65_to_69,2020-12-14,680,65,65-69,29336,0.02317971093536951
70_to_74,2020-12-14,554,70,70-74,29336,0.01888464685028634
75_to_79,2020-12-14,465,75,75-79,29336,0.015850831742568856
80_to_84,2020-12-14,477,80,80-84,29336,0.01625988546495773
85_to_89,2020-12-14,469,85,85-89,29336,0.01598718298336515
90+,2020-12-14,484,90,90+,29336,0.016498500136351242
0_to_4,2020-12-15,614,0,0-4,28918,0.021232450376927864
5_to_9,2020-12-15,984,5,5-9,28918,0.03402724946400166
10_to_14,2020-12-15,1955,10,10-14,28918,0.06760495193305208
15_to_19,2020-12-15,2043,15,15-19,28918,0.07064803928349125
20_to_24,2020-12-15,2302,20,20-24,28918,0.07960439864444291
25_to_29,2020-12-15,2928,25,25-29,28918,0.10125181547824884
30_to_34,2020-12-15,2661,30,30-34,28918,0.0920188118127118
35_to_39,2020-12-15,2555,35,35-39,28918,0.08835327477695552
40_to_44,2020-12-15,2386,40,40-44,28918,0.0825091638425894
45_to_49,2020-12-15,2278,45,45-49,28918,0.07877446573068676
50_to_54,2020-12-15,2183,50,50-54,28918,0.07548931461373538
55_to_59,2020-12-15,1880,55,55-59,28918,0.06501141157756414
60_to_64,2020-12-15,1141,60,60-64,28918,0.03945639394148973
65_to_69,2020-12-15,691,65,65-69,28918,0.02389515180856214
70_to_74,2020-12-15,534,70,70-74,28918,0.01846600733107407
75_to_79,2020-12-15,450,75,75-79,28918,0.015561242132927589
80_to_84,2020-12-15,468,80,80-84,28918,0.01618369181824469
85_to_89,2020-12-15,452,85,85-89,28918,0.015630403209073933
90+,2020-12-15,413,90,90+,28918,0.014281762224220208
0_to_4,2020-12-16,685,0,0-4,29919,0.022895150238978576
5_to_9,2020-12-16,948,5,5-9,29919,0.0316855509876667
10_to_14,2020-12-16,1759,10,10-14,29919,0.05879207192753769
15_to_19,2020-12-16,1996,15,15-19,29919,0.06671345967445436
20_to_24,2020-12-16,2545,20,20-24,29919,0.08506300344262843
25_to_29,2020-12-16,3193,25,25-29,29919,0.10672148133293224
30_to_34,2020-12-16,3037,30,30-34,29919,0.10150740332230355
35_to_39,2020-12-16,2600,35,35-39,29919,0.08690130017714495
40_to_44,2020-12-16,2526,40,40-44,29919,0.08442795547979545
45_to_49,2020-12-16,2381,45,45-49,29919,0.07958153681607005
50_to_54,2020-12-16,2250,50,50-54,29919,0.0752030482302216
55_to_59,2020-12-16,1777,55,55-59,29919,0.05939369631337946
60_to_64,2020-12-16,1180,60,60-64,29919,0.03943982084962733
65_to_69,2020-12-16,732,65,65-69,29919,0.024466058357565428
70_to_74,2020-12-16,616,70,70-74,29919,0.020588923426585113
75_to_79,2020-12-16,470,75,75-79,29919,0.01570908118586851
80_to_84,2020-12-16,441,80,80-84,29919,0.014739797453123434
85_to_89,2020-12-16,419,85,85-89,29919,0.014004478759316822
90+,2020-12-16,364,90,90+,29919,0.012166182024800295
0_to_4,2020-12-17,664,0,0-4,29409,0.02257812234350029
5_to_9,2020-12-17,850,5,5-9,29409,0.028902716855384408
10_to_14,2020-12-17,1530,10,10-14,29409,0.05202489033969193
15_to_19,2020-12-17,1864,15,15-19,29409,0.06338195790404298
20_to_24,2020-12-17,2485,20,20-24,29409,0.08449794280662382
25_to_29,2020-12-17,3099,25,25-29,29409,0.1053759053351015
30_to_34,2020-12-17,3037,30,30-34,29409,0.10326770716447346
35_to_39,2020-12-17,2665,35,35-39,29409,0.09061851814070522
40_to_44,2020-12-17,2609,40,40-44,29409,0.0887143391478799
45_to_49,2020-12-17,2371,45,45-49,29409,0.08062157842837227
50_to_54,2020-12-17,2130,50,50-54,29409,0.07242680811996327
55_to_59,2020-12-17,1822,55,55-59,29409,0.061953823659423986
60_to_64,2020-12-17,1274,60,60-64,29409,0.04332007208677616
65_to_69,2020-12-17,734,65,65-69,29409,0.024958346084531947
70_to_74,2020-12-17,619,70,70-74,29409,0.02104797850997994
75_to_79,2020-12-17,461,75,75-79,29409,0.015675473494508485
80_to_84,2020-12-17,435,80,80-84,29409,0.014791390390696725
85_to_89,2020-12-17,388,85,85-89,29409,0.01319324016457547
90+,2020-12-17,372,90,90+,29409,0.012649189023768234
0_to_4,2020-12-18,752,0,0-4,31575,0.023816310372129848
5_to_9,2020-12-18,979,5,5-9,31575,0.0310055423594616
10_to_14,2020-12-18,1743,10,10-14,31575,0.05520190023752969
15_to_19,2020-12-18,1839,15,15-19,31575,0.05824228028503563
20_to_24,2020-12-18,2603,20,20-24,31575,0.08243863816310372
25_to_29,2020-12-18,3162,25,25-29,31575,0.10014251781472684
30_to_34,2020-12-18,3075,30,30-34,31575,0.09738717339667459
35_to_39,2020-12-18,2910,35,35-39,31575,0.09216152019002376
40_to_44,2020-12-18,2684,40,40-44,31575,0.08500395882818686
45_to_49,2020-12-18,2644,45,45-49,31575,0.08373713380839272
50_to_54,2020-12-18,2539,50,50-54,31575,0.0804117181314331
55_to_59,2020-12-18,2038,55,55-59,31575,0.06454473475851148
60_to_64,2020-12-18,1376,60,60-64,31575,0.04357878068091845
65_to_69,2020-12-18,825,65,65-69,31575,0.026128266033254157
70_to_74,2020-12-18,640,70,70-74,31575,0.020269200316706256
75_to_79,2020-12-18,520,75,75-79,31575,0.016468725257323832
80_to_84,2020-12-18,447,80,80-84,31575,0.014156769596199525
85_to_89,2020-12-18,456,85,85-89,31575,0.014441805225653206
90+,2020-12-18,343,90,90+,31575,0.010863024544734758
0_to_4,2020-12-19,563,0,0-4,21532,0.026147129853241687
5_to_9,2020-12-19,634,5,5-9,21532,0.029444547650009287
10_to_14,2020-12-19,1218,10,10-14,21532,0.056566970091027305
15_to_19,2020-12-19,1268,15,15-19,21532,0.058889095300018575
20_to_24,2020-12-19,1617,20,20-24,21532,0.07509752925877763
25_to_29,2020-12-19,2182,25,25-29,21532,0.10133754412037897
30_to_34,2020-12-19,2174,30,30-34,21532,0.10096600408694037
35_to_39,2020-12-19,2022,35,35-39,21532,0.0939067434516069
40_to_44,2020-12-19,1843,40,40-44,21532,0.08559353520341817
45_to_49,2020-12-19,1763,45,45-49,21532,0.08187813486903214
50_to_54,2020-12-19,1626,50,50-54,21532,0.07551551179639607
55_to_59,2020-12-19,1351,55,55-59,21532,0.06274382314694409
60_to_64,2020-12-19,954,60,60-64,21532,0.04430614898755341
65_to_69,2020-12-19,567,65,65-69,21532,0.02633289986996099
70_to_74,2020-12-19,493,70,70-74,21532,0.02289615456065391
75_to_79,2020-12-19,378,75,75-79,21532,0.017555266579973992
80_to_84,2020-12-19,316,80,80-84,21532,0.014675831320824818
85_to_89,2020-12-19,301,85,85-89,21532,0.013979193758127438
90+,2020-12-19,262,90,90+,21532,0.012167936095114249
0_to_4,2020-12-20,739,0,0-4,28793,0.025665960476504705
5_to_9,2020-12-20,857,5,5-9,28793,0.029764178793456744
10_to_14,2020-12-20,1419,10,10-14,28793,0.04928281179453339
15_to_19,2020-12-20,1691,15,15-19,28793,0.05872955232174487
20_to_24,2020-12-20,2506,20,20-24,28793,0.08703504323967631
25_to_29,2020-12-20,3050,25,25-29,28793,0.10592852429409925
30_to_34,2020-12-20,2882,30,30-34,28793,0.10009377279199806
35_to_39,2020-12-20,2675,35,35-39,28793,0.0929045254054805
40_to_44,2020-12-20,2496,40,40-44,28793,0.08668773660264648
45_to_49,2020-12-20,2401,45,45-49,28793,0.08338832355086306
50_to_54,2020-12-20,2202,50,50-54,28793,0.07647692147396937
55_to_59,2020-12-20,1980,55,55-59,28793,0.06876671413190706
60_to_64,2020-12-20,1308,60,60-64,28793,0.04542770812350224
65_to_69,2020-12-20,765,65,65-69,28793,0.026568957732782273
70_to_74,2020-12-20,596,70,70-74,28793,0.020699475566978084
75_to_79,2020-12-20,394,75,75-79,28793,0.013683881498975446
80_to_84,2020-12-20,349,80,80-84,28793,0.012121001632341194
85_to_89,2020-12-20,286,85,85-89,28793,0.009932969819053242
90+,2020-12-20,197,90,90+,28793,0.006841940749487723
0_to_4,2020-12-21,933,0,0-4,42264,0.022075525269733106
5_to_9,2020-12-21,1195,5,5-9,42264,0.028274654552337686
10_to_14,2020-12-21,2092,10,10-14,42264,0.04949839106568238
15_to_19,2020-12-21,2312,15,15-19,42264,0.05470376679916714
20_to_24,2020-12-21,3358,20,20-24,42264,0.07945296233200833
25_to_29,2020-12-21,4273,25,25-29,42264,0.10110259322354723
30_to_34,2020-12-21,4300,30,30-34,42264,0.10174143479083854
35_to_39,2020-12-21,3979,35,35-39,42264,0.0941463183797085
40_to_44,2020-12-21,3754,40,40-44,42264,0.0888226386522809
45_to_49,2020-12-21,3599,45,45-49,42264,0.085155214840053
50_to_54,2020-12-21,3439,50,50-54,42264,0.08136948703388226
55_to_59,2020-12-21,2893,55,55-59,42264,0.06845069089532463
60_to_64,2020-12-21,1892,60,60-64,42264,0.04476623130796896
65_to_69,2020-12-21,1163,65,65-69,42264,0.02751750899110354
70_to_74,2020-12-21,842,70,70-74,42264,0.0199223925799735
75_to_79,2020-12-21,622,75,75-79,42264,0.014717016846488738
80_to_84,2020-12-21,559,80,80-84,42264,0.01322638652280901
85_to_89,2020-12-21,515,85,85-89,42264,0.012185311376112057
90+,2020-12-21,544,90,90+,42264,0.012871474540980504
0_to_4,2020-12-22,938,0,0-4,40614,0.023095484315753187
5_to_9,2020-12-22,1210,5,5-9,40614,0.029792682326291425
10_to_14,2020-12-22,1894,10,10-14,40614,0.04663416555867435
15_to_19,2020-12-22,2190,15,15-19,40614,0.05392229280543655
20_to_24,2020-12-22,3487,20,20-24,40614,0.08585709361303984
25_to_29,2020-12-22,4172,25,25-29,40614,0.10272319889693209
30_to_34,2020-12-22,4010,30,30-34,40614,0.09873442655242035
35_to_39,2020-12-22,3768,35,35-39,40614,0.09277589008716207
40_to_44,2020-12-22,3405,40,40-44,40614,0.08383808538927463
45_to_49,2020-12-22,3437,45,45-49,40614,0.08462599103757325
50_to_54,2020-12-22,3253,50,50-54,40614,0.08009553355985621
55_to_59,2020-12-22,2699,55,55-59,40614,0.06645491702368642
60_to_64,2020-12-22,1891,60,60-64,40614,0.046560299404146355
65_to_69,2020-12-22,1146,65,65-69,40614,0.028216871029694193
70_to_74,2020-12-22,932,70,70-74,40614,0.022947752006697197
75_to_79,2020-12-22,617,75,75-79,40614,0.015191805781257695
80_to_84,2020-12-22,578,80,80-84,40614,0.014231545772393757
85_to_89,2020-12-22,495,85,85-89,40614,0.01218791549711922
90+,2020-12-22,492,90,90+,40614,0.012114049342591224
0_to_4,2020-12-23,929,0,0-4,37397,0.02484156483140359
5_to_9,2020-12-23,1074,5,5-9,37397,0.028718881193678637
10_to_14,2020-12-23,1585,10,10-14,37397,0.042383078856592774
15_to_19,2020-12-23,2068,15,15-19,37397,0.055298553359895176
20_to_24,2020-12-23,3197,20,20-24,37397,0.085488140759954
25_to_29,2020-12-23,3896,25,25-29,37397,0.10417947963740407
30_to_34,2020-12-23,3734,30,30-34,37397,0.09984758135679332
35_to_39,2020-12-23,3561,35,35-39,37397,0.09522154183490654
40_to_44,2020-12-23,3267,40,40-44,37397,0.08735994865898335
45_to_49,2020-12-23,3124,45,45-49,37397,0.08353611252239485
50_to_54,2020-12-23,2885,50,50-54,37397,0.07714522555285183
55_to_59,2020-12-23,2501,55,55-59,37397,0.06687702222103377
60_to_64,2020-12-23,1686,60,60-64,37397,0.04508383025376367
65_to_69,2020-12-23,1076,65,65-69,37397,0.028772361419365188
70_to_74,2020-12-23,821,70,70-74,37397,0.02195363264432976
75_to_79,2020-12-23,587,75,75-79,37397,0.01569644623900313
80_to_84,2020-12-23,560,80,80-84,37397,0.014974463192234671
85_to_89,2020-12-23,422,85,85-89,37397,0.011284327619862556
90+,2020-12-23,424,90,90+,37397,0.011337807845549108
0_to_4,2020-12-24,716,0,0-4,28574,0.025057744802967734
5_to_9,2020-12-24,814,5,5-9,28574,0.028487436130748233
10_to_14,2020-12-24,1209,10,10-14,28574,0.042311191992720654
15_to_19,2020-12-24,1522,15,15-19,28574,0.05326520613144817
20_to_24,2020-12-24,2351,20,20-24,28574,0.08227759501644852
25_to_29,2020-12-24,2650,25,25-29,28574,0.0927416532512074
30_to_34,2020-12-24,2806,30,30-34,28574,0.0982011618954294
35_to_39,2020-12-24,2707,35,35-39,28574,0.09473647371736543
40_to_44,2020-12-24,2582,40,40-44,28574,0.09036186743193113
45_to_49,2020-12-24,2528,45,45-49,28574,0.0884720375166235
50_to_54,2020-12-24,2446,50,50-54,28574,0.0856022957933786
55_to_59,2020-12-24,1956,55,55-59,28574,0.0684538391544761
60_to_64,2020-12-24,1362,60,60-64,28574,0.04766571008609225
65_to_69,2020-12-24,818,65,65-69,28574,0.02862742353188213
70_to_74,2020-12-24,634,70,70-74,28574,0.022188003079722823
75_to_79,2020-12-24,450,75,75-79,28574,0.01574858262756352
80_to_84,2020-12-24,403,80,80-84,28574,0.014103730664240218
85_to_89,2020-12-24,340,85,85-89,28574,0.011898929096381326
90+,2020-12-24,280,90,90+,28574,0.009799118079372856
0_to_4,2020-12-25,243,0,0-4,12648,0.019212523719165084
5_to_9,2020-12-25,254,5,5-9,12648,0.02008222643896268
10_to_14,2020-12-25,444,10,10-14,12648,0.03510436432637571
15_to_19,2020-12-25,634,15,15-19,12648,0.05012650221378874
20_to_24,2020-12-25,920,20,20-24,12648,0.07273877292852625
25_to_29,2020-12-25,1185,25,25-29,12648,0.09369070208728653
30_to_34,2020-12-25,1183,30,30-34,12648,0.0935325743200506
35_to_39,2020-12-25,1253,35,35-39,12648,0.09906704617330803
40_to_44,2020-12-25,1200,40,40-44,12648,0.09487666034155598
45_to_49,2020-12-25,1098,45,45-49,12648,0.08681214421252371
50_to_54,2020-12-25,1034,50,50-54,12648,0.08175205566097407
55_to_59,2020-12-25,944,55,55-59,12648,0.07463630613535736
60_to_64,2020-12-25,659,60,60-64,12648,0.05210309930423782
65_to_69,2020-12-25,404,65,65-69,12648,0.03194180898165718
70_to_74,2020-12-25,344,70,70-74,12648,0.02719797596457938
75_to_79,2020-12-25,270,75,75-79,12648,0.021347248576850095
80_to_84,2020-12-25,230,80,80-84,12648,0.018184693232131562
85_to_89,2020-12-25,185,85,85-89,12648,0.014626818469323214
90+,2020-12-25,164,90,90+,12648,0.012966476913345983
0_to_4,2020-12-26,872,0,0-4,36595,0.02382839185681104
5_to_9,2020-12-26,943,5,5-9,36595,0.02576854761579451
10_to_14,2020-12-26,1345,10,10-14,36595,0.036753654870884
15_to_19,2020-12-26,1958,15,15-19,36595,0.05350457712802295
20_to_24,2020-12-26,2994,20,20-24,36595,0.0818144555267113
25_to_29,2020-12-26,3539,25,25-29,36595,0.0967072004372182
30_to_34,2020-12-26,3530,30,30-34,36595,0.09646126520016396
35_to_39,2020-12-26,3646,35,35-39,36595,0.09963109714441863
40_to_44,2020-12-26,3471,40,40-44,36595,0.09484902309058614
45_to_49,2020-12-26,3176,45,45-49,36595,0.08678781254269709
50_to_54,2020-12-26,3145,50,50-54,36595,0.08594070228173248
55_to_59,2020-12-26,2626,55,55-59,36595,0.07175843694493783
60_to_64,2020-12-26,1787,60,60-64,36595,0.04883180762399235
65_to_69,2020-12-26,1040,65,65-69,36595,0.028419182948490232
70_to_74,2020-12-26,811,70,70-74,36595,0.022161497472332287
75_to_79,2020-12-26,517,75,75-79,36595,0.014127613061893701
80_to_84,2020-12-26,468,80,80-84,36595,0.012788632326820605
85_to_89,2020-12-26,393,85,85-89,36595,0.01073917201803525
