date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
2021-01-24,R,NA,estimate,0.8673428287440854,0.8714092713025927,0.06907150545669699,0.7648823815523222,0.8246763865105646,0.8518737227915345,0.8845719452404334,0.9162519007411476,0.99126151772029
2021-01-25,R,NA,estimate,0.858701295838177,0.8608399086627514,0.05340750799554938,0.7784027434804618,0.8243728015369172,0.8460050174314706,0.8727620066243262,0.8948456459197904,0.9520543006624727
2021-01-26,R,NA,estimate,0.8484403621002882,0.8491097740544765,0.04046721708887897,0.7873221920518396,0.8202773499126434,0.8383106567159583,0.8581094942695062,0.8752003271308109,0.9196495278022068
2021-01-27,R,NA,estimate,0.8373376072217205,0.8372665115730881,0.03099115361018274,0.7880267392871967,0.8161230769262854,0.8287826516773966,0.8444285081928675,0.857057488419572,0.8892567786496078
2021-01-28,R,NA,estimate,0.8260667365557193,0.8266353045822995,0.02552339079664868,0.7842670849605894,0.809462635514193,0.8203042386874393,0.8331226524585686,0.843818098257098,0.8690717064997161
2021-01-29,R,NA,estimate,0.8183900174419341,0.8186449546621453,0.023630608969573405,0.7795255876908371,0.8028620682205857,0.8126075340361908,0.8243847187021386,0.8341957712104261,0.8572574526027634
2021-01-30,R,NA,estimate,0.8140445465889445,0.8146424732458671,0.023721433948618063,0.7761634005549685,0.7986271925422942,0.8081415005198557,0.8206637167089688,0.8305842751520847,0.8547581463825924
2021-01-31,R,NA,estimate,0.8149915322585336,0.8157188797350169,0.024225316673374873,0.7761145488836884,0.7989500148119838,0.8085959145168136,0.8212250324928503,0.8323096031378981,0.8559382347839201
2021-02-01,R,NA,estimate,0.8213365990158881,0.8225534123013291,0.024353045887851758,0.7831914276328649,0.8057439226438144,0.815360078281788,0.8283121083181806,0.8387516931774479,0.8630776085304017
2021-02-02,R,NA,estimate,0.8344716682039339,0.8352733072015164,0.023980842443775532,0.7978128843227531,0.8184112429737409,0.8280683134085035,0.8406098660655756,0.851189173206716,0.8762207474969184
2021-02-03,R,NA,estimate,0.8530331951922081,0.853328760158163,0.023379825509749576,0.8168170633012735,0.8369160741511468,0.846494365685311,0.8584350151493585,0.8689590237983702,0.8934880552749549
2021-02-04,R,NA,estimate,0.8751129411529754,0.8753992145112437,0.022986759364230423,0.8383325920301201,0.8595699779461146,0.869596692106086,0.8808949666649564,0.8902114607323905,0.9138748957084752
